source,destination,fare,total_distance,intermediate_station_count,stations_between,source_code,destination_code
Marol Naka,Mahalaxmi Metro,60,20.35 km,13,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre,MNK,MLXM
Marol Naka,Jagannath Shankar Sheth Metro,60,21.437 km,14,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro,MNK,MCLM
Marol Naka,Grant Road Metro,60,22.483 km,15,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro,MNK,GTRM
Marol Naka,Girgaon,60,24.018 km,16,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro,MNK,GIRG
Marol Naka,Kalbadevi,60,24.737 km,17,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon,MNK,KLBD
Marol Naka,Chhatrapati Shivaji Maharaj Terminus Metro,70,25.637 km,18,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi,MNK,CSTM
Marol Naka,Hutatma Chowk,70,26.577 km,19,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro,MNK,HUC
Marol Naka,Churchgate Metro,70,27.467 km,20,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk,MNK,CHGM
Marol Naka,Vidhan Bhavan,70,28.203 km,21,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro,MNK,VIDB
Marol Naka,Cuffe Parade,70,29.663 km,22,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro -> Vidhan Bhavan,MNK,CUP
CSMI-Airport - T2,Aarey JVLR,30,5.065 km,3,Marol Naka -> MIDC-Andheri -> SEEPZ,CSIA,ARYJ
CSMI-Airport - T2,SEEPZ,20,3.583 km,2,Marol Naka -> MIDC-Andheri,CSIA,SEPZ
CSMI-Airport - T2,MIDC-Andheri,20,2.34 km,1,Marol Naka,CSIA,MIDC
CSMI-Airport - T2,Marol Naka,10,1.114 km,0,,CSIA,MNK
CSMI-Airport - T2,Sahar Road,10,0.952 km,0,,CSIA,SHRR
CSMI-Airport - T2,CSMI Airport-T1,20,2.675 km,1,Sahar Road,CSIA,CIAD
CSMI-Airport - T2,Santacruz Metro,20,4.948 km,2,Sahar Road -> CSMI Airport-T1,CSIA,STZM
CSMI-Airport - T2,Bandra Colony,30,5.947 km,3,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro,CSIA,VIDN
CSMI-Airport - T2,Bandra-Kurla Complex,30,7.199 km,4,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony,CSIA,BDRM
CSMI-Airport - T2,Dharavi,40,9.023 km,5,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex,CSIA,DHAV
CSMI-Airport - T2,Shitala Devi Mandir,40,10.834 km,6,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi,CSIA,SDIT
CSMI-Airport - T2,Dadar Metro,50,11.926 km,7,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir,CSIA,DDRM
CSMI-Airport - T2,Siddhivinayak,50,13.919 km,8,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro,CSIA,SIDV
CSMI-Airport - T2,Worli,50,15.545 km,9,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak,CSIA,WOR
CSMI-Airport - T2,Acharya Atre Chowk,50,17.027 km,10,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli,CSIA,ACA
CSMI-Airport - T2,Science Centre,50,17.868 km,11,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk,CSIA,SCMU
CSMI-Airport - T2,Mahalaxmi Metro,60,19.236 km,12,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre,CSIA,MLXM
CSMI-Airport - T2,Jagannath Shankar Sheth Metro,60,20.323 km,13,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro,CSIA,MCLM
CSMI-Airport - T2,Grant Road Metro,60,21.369 km,14,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro,CSIA,GTRM
CSMI-Airport - T2,Girgaon,60,22.904 km,15,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro,CSIA,GIRG
CSMI-Airport - T2,Kalbadevi,60,23.623 km,16,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon,CSIA,KLBD
CSMI-Airport - T2,Chhatrapati Shivaji Maharaj Terminus Metro,60,24.523 km,17,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi,CSIA,CSTM
CSMI-Airport - T2,Hutatma Chowk,70,25.463 km,18,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro,CSIA,HUC
CSMI-Airport - T2,Churchgate Metro,70,26.353 km,19,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk,CSIA,CHGM
CSMI-Airport - T2,Vidhan Bhavan,70,27.089 km,20,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro,CSIA,VIDB
CSMI-Airport - T2,Cuffe Parade,70,28.549 km,21,Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro -> Vidhan Bhavan,CSIA,CUP
Sahar Road,Aarey JVLR,30,6.017 km,4,CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri -> SEEPZ,SHRR,ARYJ
Sahar Road,SEEPZ,20,4.535 km,3,CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri,SHRR,SEPZ
Sahar Road,MIDC-Andheri,20,3.292 km,2,CSMI-Airport - T2 -> Marol Naka,SHRR,MIDC
Sahar Road,Marol Naka,20,2.066 km,1,CSMI-Airport - T2,SHRR,MNK
Sahar Road,CSMI-Airport - T2,10,0.952 km,0,,SHRR,CSIA
Sahar Road,CSMI Airport-T1,10,1.723 km,0,,SHRR,CIAD
Sahar Road,Santacruz Metro,20,3.996 km,1,CSMI Airport-T1,SHRR,STZM
Sahar Road,Bandra Colony,20,4.996 km,2,CSMI Airport-T1 -> Santacruz Metro,SHRR,VIDN
Sahar Road,Bandra-Kurla Complex,30,6.247 km,3,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony,SHRR,BDRM
Sahar Road,Dharavi,40,8.071 km,4,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex,SHRR,DHAV
Sahar Road,Shitala Devi Mandir,40,9.882 km,5,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi,SHRR,SDIT
Sahar Road,Dadar Metro,40,10.974 km,6,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir,SHRR,DDRM
Sahar Road,Siddhivinayak,50,12.967 km,7,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro,SHRR,SIDV
Sahar Road,Worli,50,14.593 km,8,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak,SHRR,WOR
Sahar Road,Acharya Atre Chowk,50,16.075 km,9,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli,SHRR,ACA
Sahar Road,Science Centre,50,16.916 km,10,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk,SHRR,SCMU
Sahar Road,Mahalaxmi Metro,60,18.284 km,11,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre,SHRR,MLXM
Sahar Road,Jagannath Shankar Sheth Metro,60,19.371 km,12,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro,SHRR,MCLM
Sahar Road,Grant Road Metro,60,20.417 km,13,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro,SHRR,GTRM
Sahar Road,Girgaon,60,21.952 km,14,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro,SHRR,GIRG
Sahar Road,Kalbadevi,60,22.671 km,15,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon,SHRR,KLBD
Sahar Road,Chhatrapati Shivaji Maharaj Terminus Metro,60,23.571 km,16,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi,SHRR,CSTM
Sahar Road,Hutatma Chowk,60,24.511 km,17,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro,SHRR,HUC
Sahar Road,Churchgate Metro,70,25.401 km,18,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk,SHRR,CHGM
Sahar Road,Vidhan Bhavan,70,26.137 km,19,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro,SHRR,VIDB
Sahar Road,Cuffe Parade,70,27.597 km,20,CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro -> Vidhan Bhavan,SHRR,CUP
CSMI Airport-T1,Aarey JVLR,30,7.74 km,5,Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri -> SEEPZ,CIAD,ARYJ
CSMI Airport-T1,SEEPZ,30,6.258 km,4,Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri,CIAD,SEPZ
CSMI Airport-T1,MIDC-Andheri,30,5.014 km,3,Sahar Road -> CSMI-Airport - T2 -> Marol Naka,CIAD,MIDC
CSMI Airport-T1,Marol Naka,20,3.789 km,2,Sahar Road -> CSMI-Airport - T2,CIAD,MNK
CSMI Airport-T1,CSMI-Airport - T2,20,2.675 km,1,Sahar Road,CIAD,CSIA
CSMI Airport-T1,Sahar Road,10,1.723 km,0,,CIAD,SHRR
CSMI Airport-T1,Santacruz Metro,20,2.273 km,0,,CIAD,STZM
CSMI Airport-T1,Bandra Colony,20,3.273 km,1,Santacruz Metro,CIAD,VIDN
CSMI Airport-T1,Bandra-Kurla Complex,20,4.524 km,2,Santacruz Metro -> Bandra Colony,CIAD,BDRM
CSMI Airport-T1,Dharavi,30,6.348 km,3,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex,CIAD,DHAV
CSMI Airport-T1,Shitala Devi Mandir,40,8.159 km,4,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi,CIAD,SDIT
CSMI Airport-T1,Dadar Metro,40,9.251 km,5,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir,CIAD,DDRM
CSMI Airport-T1,Siddhivinayak,40,11.244 km,6,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro,CIAD,SIDV
CSMI Airport-T1,Worli,50,12.87 km,7,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak,CIAD,WOR
CSMI Airport-T1,Acharya Atre Chowk,50,14.352 km,8,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli,CIAD,ACA
CSMI Airport-T1,Science Centre,50,15.193 km,9,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk,CIAD,SCMU
CSMI Airport-T1,Mahalaxmi Metro,50,16.561 km,10,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre,CIAD,MLXM
CSMI Airport-T1,Jagannath Shankar Sheth Metro,50,17.648 km,11,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro,CIAD,MCLM
CSMI Airport-T1,Grant Road Metro,60,18.694 km,12,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro,CIAD,GTRM
CSMI Airport-T1,Girgaon,60,20.229 km,13,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro,CIAD,GIRG
CSMI Airport-T1,Kalbadevi,60,20.948 km,14,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon,CIAD,KLBD
CSMI Airport-T1,Chhatrapati Shivaji Maharaj Terminus Metro,60,21.848 km,15,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi,CIAD,CSTM
CSMI Airport-T1,Hutatma Chowk,60,22.788 km,16,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro,CIAD,HUC
CSMI Airport-T1,Churchgate Metro,60,23.678 km,17,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk,CIAD,CHGM
CSMI Airport-T1,Vidhan Bhavan,60,24.414 km,18,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro,CIAD,VIDB
CSMI Airport-T1,Cuffe Parade,70,25.874 km,19,Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro -> Vidhan Bhavan,CIAD,CUP
Santacruz Metro,Aarey JVLR,40,10.013 km,6,CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri -> SEEPZ,STZM,ARYJ
Santacruz Metro,SEEPZ,40,8.531 km,5,CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri,STZM,SEPZ
Santacruz Metro,MIDC-Andheri,30,7.288 km,4,CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka,STZM,MIDC
Santacruz Metro,Marol Naka,30,6.062 km,3,CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2,STZM,MNK
Santacruz Metro,CSMI-Airport - T2,20,4.948 km,2,CSMI Airport-T1 -> Sahar Road,STZM,CSIA
Santacruz Metro,Sahar Road,20,3.996 km,1,CSMI Airport-T1,STZM,SHRR
Santacruz Metro,CSMI Airport-T1,20,2.273 km,0,,STZM,CIAD
Santacruz Metro,Bandra Colony,10,0.999 km,0,,STZM,VIDN
Santacruz Metro,Bandra-Kurla Complex,20,2.251 km,1,Bandra Colony,STZM,BDRM
Santacruz Metro,Dharavi,20,4.075 km,2,Bandra Colony -> Bandra-Kurla Complex,STZM,DHAV
Santacruz Metro,Shitala Devi Mandir,30,5.886 km,3,Bandra Colony -> Bandra-Kurla Complex -> Dharavi,STZM,SDIT
Santacruz Metro,Dadar Metro,30,6.978 km,4,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir,STZM,DDRM
Santacruz Metro,Siddhivinayak,40,8.971 km,5,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro,STZM,SIDV
Santacruz Metro,Worli,40,10.597 km,6,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak,STZM,WOR
Santacruz Metro,Acharya Atre Chowk,50,12.079 km,7,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli,STZM,ACA
Santacruz Metro,Science Centre,50,12.92 km,8,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk,STZM,SCMU
Santacruz Metro,Mahalaxmi Metro,50,14.288 km,9,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre,STZM,MLXM
Santacruz Metro,Jagannath Shankar Sheth Metro,50,15.375 km,10,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro,STZM,MCLM
Santacruz Metro,Grant Road Metro,50,16.421 km,11,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro,STZM,GTRM
